"V1" "V2" "V3" "V4" "V5" "V6" "V7" "V8" "V9" "V10" "V11"
"1" 0.974676182206867 0.33199359775141 30978918843.5918 313383.847273309 0.417840132691772 0.315488615438006 0.334456297187426 0.301198321610526 0.337290086661068 0.340623884644599 37455618220.2833
"2" 0.974647574344199 0.33199359775133 35951872460.1993 318468.225899001 0.417840132776399 0.315488615438077 0.334456297187275 0.301198321610512 0.337290086660486 0.34062388464285 21514224157.9783
"3" 0.974657609263807 0.331993597751351 31897980416.6136 350069.610589825 0.417840132716374 0.31548861543822 0.334456297188045 0.30119832161055 0.337290086662304 0.340623884645868 47199648333.2461
"4" 0.974667459288006 0.331993597751214 31038777072.8551 315848.161551316 0.417840132677189 0.315488615438041 0.334456297187023 0.301198321610502 0.337290086660285 0.340623884644042 34969127116.9628
"5" 0.974669203791297 0.331993597751841 36151456317.0846 340747.054103012 0.417840132745817 0.315488615438176 0.334456297188088 0.301198321610568 0.33729008666161 0.340623884645485 41103814718.2982
"6" 0.974663378440899 0.331993597751025 31239667597.5312 313652.450910838 0.417840132674144 0.315488615438008 0.334456297187428 0.301198321610528 0.337290086661533 0.340623884645178 33756077445.9123
"7" 0.974657924046943 0.331993597751056 26270897305.1406 298307.664316776 0.417840132626322 0.315488615438025 0.334456297187823 0.301198321610532 0.337290086661854 0.340623884644821 34182410998.0859
"8" 0.974670410950434 0.331993597751674 34780234164.6423 317873.676685261 0.417840132581108 0.31548861543819 0.334456297187484 0.301198321610488 0.33729008666059 0.340623884644559 37670268349.6127
"9" 0.974669063518261 0.33199359775131 29783606043.0963 289005.77800463 0.417840132567802 0.315488615437878 0.334456297187219 0.301198321610541 0.337290086661077 0.340623884644296 39140811092.5586
"10" 0.974652381398412 0.331993597751791 32181073211.6964 335101.076748848 0.417840132559922 0.315488615437913 0.334456297187024 0.301198321610522 0.337290086661117 0.340623884643687 38047891686.5762
"11" 0.974667221105855 0.331993597751693 34817747927.386 316086.210829054 0.417840132665343 0.315488615437992 0.334456297187323 0.301198321610516 0.337290086660961 0.340623884644476 35897889105.2523
"12" 0.974665050776483 0.331993597751347 34168790833.0406 327299.862330145 0.417840132688043 0.315488615437981 0.334456297188107 0.301198321610585 0.337290086660993 0.340623884644164 34586956387.525
"13" 0.974633974168153 0.331993597752909 24480337293.828 283413.694376085 0.417840132658281 0.315488615438158 0.334456297186857 0.301198321610508 0.337290086660613 0.340623884643517 31845702586.9532
"14" 0.974660458760504 0.331993597751023 32794971482.8999 329292.601642803 0.417840132733511 0.315488615438131 0.334456297187267 0.301198321610533 0.337290086661501 0.340623884644745 37750974700.9727
"15" 0.974657293503357 0.331993597750695 30493370718.1712 319509.667487752 0.417840132680229 0.315488615438059 0.33445629718759 0.301198321610581 0.337290086661266 0.340623884644106 32963284792.1673
"16" 0.974646118083569 0.331993597750513 28393771309.447 290389.303401891 0.417840132616321 0.315488615437896 0.334456297186928 0.301198321610506 0.337290086660624 0.340623884643698 33881096654.7418
"17" 0.974652491900707 0.331993597751132 30616648838.215 306723.101100378 0.417840132599592 0.315488615437913 0.334456297187828 0.301198321610534 0.33729008666114 0.340623884643627 31272854000.1084
"18" 0.974650202959295 0.331993597750429 30422794590.6979 326120.292728368 0.417840132710495 0.31548861543795 0.334456297187261 0.301198321610525 0.337290086660837 0.34062388464389 30496548111.5602
"19" 0.974647284672162 0.331993597749403 23909481902.5295 256810.932637156 0.417840132466911 0.315488615438017 0.334456297187288 0.301198321610508 0.337290086661266 0.340623884643394 27281924946.4023
"20" 0.974665973042543 0.331993597751499 32120969463.6574 319044.32211617 0.417840132691157 0.315488615437944 0.334456297187252 0.301198321610523 0.337290086661309 0.340623884644148 34031529810.7984
"21" 0.974666647068436 0.331993597751239 31795195524.1786 332829.402997606 0.417840132654658 0.315488615437914 0.334456297187498 0.301198321610488 0.337290086660493 0.340623884644057 34283247698.9839
"22" 0.974674120467214 0.331993597751628 32624143925.4973 325664.104747596 0.417840132756582 0.315488615438206 0.334456297187086 0.301198321610517 0.337290086661633 0.340623884643676 28937918438.4843
"23" 0.974663576666855 0.331993597751073 29070500522.1981 313381.765404367 0.417840132586812 0.31548861543794 0.334456297186871 0.301198321610491 0.337290086660739 0.340623884644099 33012463969.6806
"24" 0.974660254219442 0.331993597751163 30140412662.7066 300773.027476664 0.417840132707454 0.315488615437939 0.334456297187164 0.301198321610523 0.337290086660717 0.340623884642883 25051800350.536
"25" 0.974660815706081 0.331993597750982 30911173307.4269 310181.713635977 0.417840132574556 0.315488615437888 0.33445629718747 0.301198321610539 0.337290086661384 0.340623884644159 34081773725.0004
"26" 0.974628751317501 0.331993597749862 29823628678.8976 288876.449391541 0.417840132649937 0.315488615437907 0.334456297186978 0.30119832161051 0.337290086660931 0.340623884644175 34612346715.3564
"27" 0.974658237857276 0.331993597751094 29831015439.4506 308257.125993071 0.417840132681868 0.315488615438087 0.33445629718823 0.301198321610563 0.337290086662387 0.340623884645183 43131886773.9407
"28" 0.97465687096131 0.331993597751089 30220744679.3626 315290.882663055 0.417840132656476 0.315488615438005 0.334456297187456 0.301198321610522 0.337290086661789 0.340623884645194 40282737888.4353
"29" 0.974665391572209 0.331993597751469 33086713735.9941 305371.276398836 0.417840132599942 0.315488615437971 0.334456297186759 0.301198321610513 0.337290086660957 0.340623884644295 34969127116.9628
"30" 0.974678156448896 0.331993597751486 30722808484.678 295792.682120309 0.417840132509594 0.315488615437811 0.334456297187526 0.301198321610582 0.337290086660982 0.340623884644247 31965926538.1058
"31" 0.974653590521464 0.331993597750673 30082115097.8562 306650.810798765 0.417840132665324 0.315488615437937 0.334456297186962 0.301198321610492 0.337290086660608 0.340623884643825 32352691443.3426
"32" 0.974694753739636 0.331993597749952 31249293738.3216 311130.081744366 0.417840132656015 0.315488615437972 0.334456297187832 0.301198321610539 0.337290086661306 0.340623884644765 34258019816.3611
"33" 0.97466812309197 0.331993597751134 32543282775.4663 313383.847273309 0.417840132575007 0.315488615437843 0.334456297187321 0.301198321610505 0.337290086660375 0.340623884643723 33333330562.2519
"34" 0.974653972309572 0.331993597750765 27758070773.3853 362929.71123218 0.417840132651283 0.315488615438033 0.334456297187335 0.301198321610582 0.337290086661547 0.340623884645408 34790429687.2223
